nom,insee,POPULATION,departement,region,epci
Boussy,74046,499,74,84,247400740
Besançon,25056,116676,25,27,242500361
Guéthary,64249,1303,64,75,200067106
Cantaous,65482,442,65,76,200070829
Morosaglia,2B169,1157,2B,94,200073138
Fatines,72129,836,72,52,200072684
Les Salces,48187,101,48,76,200069268
Cordesse,71144,187,71,27,200070530
Brasparts,29016,1042,29,53,200067197
Naves,59422,632,59,32,200068500
Germigny-sur-Loire,58124,770,58,27,245804406
Longchamp,88273,469,88,44,200068757
Moncoutant,79179,3161,79,75,200040244
Nances,73184,451,73,84,247300668
Saint-Gilles,30258,13477,30,76,243000643
Sainte-Marie-Lapanouze,19219,68,19,75,200066744
Contilly,72091,141,72,52,200072676
Saint-Brieuc-des-Iffs,35258,340,35,53,243500733
Saint-Galmier,42222,5688,42,84,244200770
Colleville,76183,760,76,28,200069821
Chaudardes,02171,85,02,32,240200576
Réhon,54451,3870,54,44,245400262
Ribes,07189,297,07,84,240700302
Haut-Loquin,62419,191,62,32,246201016
Houetteville,27342,204,27,28,242700607
Roscanvel,29238,844,29,53,200066868
Richemont,76527,472,76,28,200069722
Marle,02468,2281,02,32,240200469
Saint-Geniès-Bellevue,31484,2342,31,76,243100815
Fraissinet-de-Fourques,48065,70,48,76,200069151
Houdain,62457,7364,62,32,200072460
Pleumeleuc,35227,3224,35,53,243500550
Autrechêne,90082,285,90,27,200069052
Rilhac-Xaintrie,19173,305,19,75,200066751
Parcé,35214,651,35,53,200072452
Ploemel,56161,2787,56,53,200043123
La Terrasse,38503,2567,38,84,200018166
Yvias,22390,759,22,53,200067981
Sainte-Colombe,17319,114,17,75,200041523
Saint-Gineis-en-Coiron,07242,114,07,84,240700815
Loiré,49178,862,49,52,244900809
Ardenais,18010,207,18,24,200049484
Pré-Saint-Évroult,28305,293,28,24,242852465
Uhlwiller,67497,706,67,44,200067874
Coublevie,38133,4680,38,84,243800984
Lachapelle,80455,76,80,32,200071181
Challes-la-Montagne,01077,189,01,84,200029999
Roncenay,10324,157,10,44,200069250
Nixéville-Blercourt,55385,485,55,44,200066165
Aschbach,67012,701,67,44,200040178
Cusy,74097,1841,74,84,200066793
Frémainville,95253,470,95,11,200035970
Cézac,33123,2511,33,75,243301181
Plounévez-Quintin,22229,1103,22,53,242200715
Lamorville,55274,283,55,44,200034874
Saint-Marcan,35291,454,35,53,200070670
Fresne-l'Archevêque,27270,564,27,28,200072312
Meurcé,72194,265,72,52,200072676
Routes,76542,261,76,28,200069847
La Barre-de-Semilly,50032,992,50,28,200066389
Breux-Jouy,91106,1248,91,11,249100595
Porcheville,78501,3011,78,11,200059889
Ornans,25434,4357,25,27,200068070
Drubec,14230,114,14,28,241400878
Jully-lès-Buxy,71247,359,71,27,247104094
Épénancourt,80272,122,80,32,200070985
Faget-Abbatial,32130,221,32,76,200072320
Durfort-et-Saint-Martin-de-Sossenac,30106,689,30,76,200034411
Boisset,15021,623,15,84,200066678
Guenviller,57271,655,57,44,245700398
Saint-Laurent-de-la-Prée,17353,2071,17,75,200041762
La Grave,05063,487,05,93,240500439
La Crouzille,63130,271,63,84,200072080
Saint-Vincent,64498,397,64,75,246401756
Gibel,31220,351,31,76,200071298
Sainte-Foi,09260,24,09,76,200044469
Lapanouse-de-Cernon,12122,120,12,76,241200906
Erdeven,56054,3583,56,53,200043123
Ruffieux,73218,856,73,84,200068674
Morey,71321,207,71,27,247100290
Virey-le-Grand,71585,1323,71,27,247100589
Gaillac-Toulza,31206,1245,31,76,200068807
Wittersdorf,68377,821,68,44,200066041
Vinsobres,26377,1171,26,84,200068229
Chassillé,72070,246,72,52,200040475
Montjoux,26202,345,26,84,242600492
La Neuville-Roy,60456,945,60,32,246000566
Courcelles,45110,296,45,24,200071850
Cernon,39086,255,39,27,200012060
La Loge,62521,187,62,32,200044030
Bars,32030,139,32,76,243200425
Plourac'h,22231,328,22,53,200067981
Barcugnan,32028,109,32,76,200035756
Mouflaines,27420,173,27,28,200071843
Neufmoulin,80588,364,80,32,200070993
Neuville-Ferrières,76465,588,76,28,200070068
Soultz-les-Bains,67473,960,67,44,246701064
Fontains,77190,231,77,11,247700701
Wicquinghem,62886,245,62,32,200069235
Rousses,48130,107,48,76,200069151
Quarouble,59479,3045,59,32,245901160
Beaupuy,47024,1666,47,75,200030674
Seyssel,01407,990,01,84,200070852
Goderville,76302,2834,76,28,247600505
Moyencourt-lès-Poix,80577,176,80,32,200071181
Laventie,62491,4982,62,32,245900758
Fépin,08166,272,08,44,240800821
Sauveterre,82177,175,82,76,200040418
Sainte-Feyre,23193,2488,23,75,200034825
Bully,42027,415,42,84,244200614
Maucourt,60389,254,60,32,246000756
Saint-Pair-sur-Mer,50532,4025,50,28,200042604
Saint-Mard-sur-Auve,51498,65,51,44,200042703
Yssingeaux,43268,7122,43,84,244301016
Ganties,31208,329,31,76,200073146
Volvic,63470,4418,63,84,200070753
Courdimanche-sur-Essonne,91184,261,91,11,249100157
Dampierre-en-Bray,76209,463,76,28,200069730
Escaro,66068,114,66,76,200049211
Saint-Maurice-des-Noues,85251,659,85,52,248500415
Aisey-et-Richecourt,70009,104,70,27,200036150
Limalonges,79150,844,79,75,200069755
Villeneuve-d'Amont,25621,254,25,27,242504488
Braquis,55072,121,55,44,245501242
Lux,21361,540,21,27,242100154
Toulon-sur-Arroux,71542,1587,71,27,200070316
Condes,39163,113,39,27,200012060
Vulaines-lès-Provins,77532,67,77,11,200037133
Bretenière,21106,885,21,27,242100410
Miramont-d'Astarac,32254,353,32,76,200035756
Neuilly-en-Donjon,03196,219,03,84,200071470
Grossœuvre,27301,1164,27,28,200071454
Chavéria,39134,238,39,27,243901071
Ougny,58202,25,58,27,200067882
Bobital,22008,1087,22,53,200068989
Lombia,64346,212,64,75,200067296
Le Givre,85101,485,85,52,200071900
Saint-Julien-de-Civry,71433,481,71,27,200071884
Le Versoud,38538,4768,38,84,200018166
Vichy,03310,25068,03,84,200071363
Mèze,34157,11537,34,76,200066355
Puessans,25472,32,25,27,200068294
Aucey-la-Plaine,50019,439,50,28,200069425
Bouilland,21092,209,21,27,200006682
Récourt-le-Creux,55420,79,55,44,200066165
Luchapt,86138,263,86,75,200070043
Bus-la-Mésière,80152,173,80,32,200070977
Ilonse,06072,194,06,93,200030195
Lestiac-sur-Garonne,33241,578,33,75,200069581
Navenne,70378,1675,70,27,247000011
Villandraut,33547,1012,33,75,200043974
Saint-Vincent-d'Autéjac,82174,281,82,76,248200057
Behonne,55041,627,55,44,200033025
Hâcourt,52234,37,52,44,200069664
Vieillevie,15260,111,15,84,200066678
Sainte-Agnès,39474,355,39,27,200072056
Castelnau-Magnoac,65129,781,65,76,200070795
Foissy-sur-Vanne,89171,333,89,27,248900664
Margaux-Cantenac,33268,2932,33,75,243301447
Aramon,30012,4152,30,76,243000684
Claye-Souilly,77118,12228,77,11,200055655
Fontenay-le-Vicomte,91244,1244,91,11,249100546
Fontanges,15070,205,15,84,241501139
Levier,25334,2161,25,27,242504488
Valailles,27667,391,27,28,200066413
Aiglepierre,39006,417,39,27,200071595
Saint-Sauveur-de-Puynormand,33472,368,33,75,200070092
Gimel-les-Cascades,19085,776,19,75,241927201
Jayat,01196,1145,01,84,200071751
Vernouillet,78643,9963,78,11,200059889
Goudelancourt-lès-Pierrepont,02350,143,02,32,240200576
Saint-Marcory,24446,53,24,75,200034833
Puy-Saint-Vincent,05110,283,05,93,240500462
Bertheauville,76083,111,76,28,200069839
Herrlisheim-près-Colmar,68134,1794,68,44,246800726
Fontenay-Mauvoisin,78245,380,78,11,200059889
Cieutat,65147,599,65,76,246500482
Adriers,86001,723,86,75,200070043
Croix,59163,21239,59,32,245900410
Chamouilley,52099,817,52,44,200068666
Mélicourt,27395,82,27,28,200066413
Saint-Germé,32378,490,32,76,200035632
Plerguer,35224,2595,35,53,243500782
Arboys en Bugey,01015,637,01,84,200040350
Maizières-lès-Metz,57433,11200,57,44,200039949
Crépon,14196,218,14,28,200069516
Val-d'Izé,35347,2588,35,53,200039022
Audincthun,62053,649,62,32,200069037
Vaux-Villaine,08468,196,08,44,200041622
Rety,62705,2084,62,32,246200380
Ambeyrac,12007,178,12,76,200069383
Witternheim,67545,497,67,44,200067924
Bœurs-en-Othe,89048,343,89,27,248900664
Saint-Michel-sous-Bois,62762,118,62,32,200069235
Gruny,80393,328,80,32,200070977
Laruscade,33233,2654,33,75,243301181
Cursan,33145,641,33,75,243301215
Briare,45053,5559,45,24,200068278
Monceau-lès-Leups,02492,475,02,32,200071785
Maretz,59382,1466,59,32,200030633
Piets-Plasence-Moustrou,64447,138,64,75,200067239
Aulnois-sur-Seille,57040,274,57,44,245701206
Mégrit,22145,803,22,53,200068989
Daigny,08136,351,08,44,200041630
La Chomette,43072,155,43,84,200073393
Rennes-les-Bains,11310,246,11,76,200071926
Cussy-le-Châtel,21222,105,21,27,200071173
Bazens,47022,525,47,75,200068922
Saulvaux,55472,116,55,44,200066157
Ruillé-Froid-Fonds,53193,555,53,52,245300223
Lavoûte-Chilhac,43118,281,43,84,200073393
Pradines,19168,102,19,75,200066645
Han-devant-Pierrepont,54602,157,54,44,200043693
Glanon,21301,239,21,27,242101509
Soye,25553,385,25,27,200068294
Montreuil-sur-Barse,10255,307,10,44,200069250
La Chapelle-Saint-Luc,10081,12471,10,44,200069250
Vesdun,18278,586,18,24,200049484
Lemoncourt,57391,73,57,44,245701206
Servigney,70490,122,70,27,200041861
Le Vigean,15261,831,15,84,241500271
Chevillard,01101,156,01,84,200042935
Marchastel,48091,56,48,76,200069144
Parçay-sur-Vienne,37180,650,37,24,200072668
Comps,30089,1756,30,76,243000684
Béruges,86024,1380,86,75,200069854
Asnières-sur-Blour,86011,178,86,75,200070043
Chazeaux,07062,125,07,84,240700617
Senarpont,80732,664,80,32,200071181
Belloy-en-Santerre,80080,154,80,32,200070928
Saint-Leu-la-Forêt,95563,15419,95,11,200058485
Réalmont,81222,3379,81,76,200034049
Les Mayons,83075,636,83,93,248300550
Saint-Grégoire-d'Ardennes,17343,154,17,75,200041523
Verlans,70547,193,70,27,247000722
Talus-Saint-Prix,51563,111,51,44,200066850
Veuzain-sur-Loire,41167,3610,41,24,200030385
Cœuvres-et-Valsery,02201,448,02,32,200071991
Sécheras,07312,543,07,84,200073096
Wintzenheim-Kochersberg,67542,380,67,44,200034635
Fleury-sur-Loire,58115,237,58,27,200067700
Wahlenheim,67510,408,67,44,200067874
Saubrigues,40292,1388,40,75,244000865
Le Broc,63054,672,63,84,200070407
Hérenguerville,50244,208,50,28,200067023
Montagudet,82116,194,82,76,200040418
Breuil-le-Vert,60107,3049,60,32,246000376
Nancray,25418,1276,25,27,242500361
Cerny,91129,3319,91,11,249100546
Barzy-sur-Marne,02051,382,02,32,200072031
Puiseux-en-France,95509,3392,95,11,200055655
Bernardswiller,67031,1460,67,44,246701080
Chaux-lès-Port,70146,146,70,27,200041879
Sauve,30311,1943,30,76,200034411
Ver-lès-Chartres,28403,794,28,24,200033181
Bourg-Madame,66025,1214,66,76,246600399
Salavre,01391,285,01,84,200071751
Mormant-sur-Vernisson,45216,111,45,24,244500203
Le Châtel,73080,195,73,84,200070464
Bouillac,82020,636,82,76,200066652
Anais,17007,325,17,75,200041614
Houville-la-Branche,28194,452,28,24,200033181
Luze,70312,711,70,27,247000722
Ferrussac,43094,81,43,84,200073393
Millebosc,76438,254,76,28,247600588
Sorel-Moussel,28377,1798,28,24,200040277
Drosay,76221,196,76,28,200069839
Loulay,17211,791,17,75,200041689
Escot,64206,132,64,75,200067262
Clion,36055,1063,36,24,200035848
Pontchâteau,44129,10604,44,52,200000438
Maizy,02453,423,02,32,240200576
Saint-Pierre-d'Amilly,17382,537,17,75,200041614
Cousances-lès-Triconville,55518,146,55,44,200066157
Saint-Jean-Lachalm,43198,282,43,84,244301123
Saint-André-le-Gaz,38357,2783,38,84,200068567
Martigny-les-Gerbonvaux,88290,112,88,44,200068559
Pezuls,24327,113,24,75,200034833
Esteil,63156,64,63,84,200070407
Herqueville,27330,144,27,28,200035665
Saliès,81274,821,81,76,248100737
Puihardy,79223,55,79,75,200069748
Cabris,06026,1295,06,93,200039857
Billière,31068,22,31,76,200072635
Sérempuy,32431,34,32,76,200034726
Lomné,65278,32,65,76,200070787
Gaujac,30127,1110,30,76,200034692
Magny-la-Fosse,02451,124,02,32,240200493
Le Buisson,51095,84,51,44,200067379
Castillonnès,47057,1436,47,75,200036523
Escatalens,82052,1096,82,76,200066652
Ivrey,39268,64,39,27,200071595
Surfontaine,02732,99,02,32,200040426
Bouleurs,77047,1498,77,11,247700438
Puisenval,76512,27,76,28,247600604
Bourdeaux,26056,626,26,84,242600492
Voivres-lès-le-Mans,72381,1379,72,52,247200629
Aigues-Mortes,30003,8385,30,76,243000650
Landreville,10187,468,10,44,200069003
Monnaie,37153,4298,37,24,200073161
Villeneuve-Renneville-Chevigny,51627,312,51,44,200067684
Saint-Symphorien,72321,580,72,52,200072718
Montfermy,63238,227,63,84,200071215
Mescoules,24267,169,24,75,200070647
Granges-Narboz,25293,1170,25,27,242500338
La Tour,74284,1248,74,84,247400666
Saint-Julien-le-Petit,87153,288,87,75,248719353
Busigny,59118,2491,59,32,200030633
Griselles,45161,804,45,24,244500419
Bocognano,2A040,435,2A,94,242000503
Villez-sous-Bailleul,27694,314,27,28,200072312
Urbanya,66219,46,66,76,200049211
Blaignac,33054,290,33,75,200044394
Ampriani,2B015,20,2B,94,200015162
Coulonces,61123,219,61,28,200068450
Cruis,04065,645,04,93,240400440
Pommier,62664,235,62,32,200069482
Planchez,58210,305,58,27,200067890
Saint-Avit,40250,609,40,75,244000808
Avensac,32021,74,32,76,200034726
Bessuéjouls,12027,229,12,76,200067478
Pontgibaud,63285,738,63,84,200071215
La Sabotterie,08374,106,08,44,240800862
Wasserbourg,68358,463,68,44,246800585
Chevillé,72083,407,72,52,200040475
Saint-Gervais-en-Belin,72287,2111,72,52,247200447
Bésignan,26050,70,26,84,200068229
Pébrac,43149,116,43,84,200073393
Bleurville,88061,338,88,44,200068773
Trévien,81304,188,81,76,200040905
Mazeirat,23128,139,23,75,200034825
Port-Brillet,53182,1833,53,52,245300306
Biviers,38045,2324,38,84,200018166
Escombres-et-le-Chesnois,08153,364,08,44,240800847
Puybrun,46229,957,46,76,200066371
Jusix,47120,123,47,75,200030674
Moussy-le-Neuf,77322,3021,77,11,200055655
Myon,25416,194,25,27,200068070
Perriers-en-Beauficel,50397,216,50,28,200069425
Montbartier,82123,1253,82,76,200066652
Montigny-lès-Cormeilles,95424,20789,95,11,200058485
Ignol,18113,180,18,24,200007177
Sainte-Suzanne,25526,1557,25,27,200065647
Authuille,80045,170,80,32,248000747
Savigné-l'Évêque,72329,4018,72,52,200072684
Castelfranc,46062,409,46,76,244600433
Lasserade,32199,206,32,76,243200508
Calvinet,15027,513,15,84,200066678
Buschwiller,68061,1018,68,44,200066058
La Roche-Posay,86207,1551,86,75,248600413
La Chapelle-sur-Oreuse,89080,605,89,27,248900896
Saint-Hilaire-de-Briouze,61402,322,61,28,246100390
Castries,34058,6041,34,76,243400017
Saint-Martin-Laguépie,81263,405,81,76,200034064
Remaugies,80667,128,80,32,200070977
Monieux,84079,372,84,93,200035723
Béalencourt,62090,128,62,32,200044030
Plélan-le-Petit,22180,1894,22,53,200068989
Vaudesincourt,51600,84,51,44,200067213
Bordères,64137,630,64,75,246401756
Lachapelle-sous-Aubenas,07122,1559,07,84,200073245
Garancières-en-Drouais,28170,274,28,24,200040277
Laveline-du-Houx,88263,231,88,44,200042000
Bosgouet,27091,657,27,28,200066405
Levroux,36093,2928,36,24,243600293
Saint-Jean-de-Livet,14595,197,14,28,200069532
Marquefave,31320,997,31,76,200066819
Saizy,58271,194,58,27,200067692
Moulins-sur-Céphons,36135,303,36,24,243600293
Montigny-Mornay-Villeneuve-sur-Vingeanne,21433,390,21,27,200072825
Liéramont,80475,233,80,32,200037059
Die,26113,4576,26,84,242600534
Mousseaux-lès-Bray,77321,756,77,11,200040251
Saint-Gilles,35275,4447,35,53,243500139
Beautot,76066,132,76,28,200068534
Clamecy,58079,3867,58,27,200067429
Genestelle,07093,292,07,84,200073245
Limans,04104,365,04,93,240400440
Saint-Pierre-des-Landes,53245,955,53,52,245300355
Montricher-Albanne,73173,477,73,84,200070464
Cheverny,41050,1011,41,24,200030385
Laburgade,46140,350,46,76,244600532
Burlats,81042,2124,81,76,200066561
Armentieux,32008,78,32,76,243200508
Morsbronn-les-Bains,67303,681,67,44,200013050
Hottot-les-Bagues,14336,480,14,28,200069516
Saint-Guilhem-le-Désert,34261,257,34,76,243400694
La Queue-les-Yvelines,78513,2189,78,11,247800618
Castellet-lès-Sausses,04042,132,04,93,200068625
Orniac,46212,72,46,76,244600573
Pontoux,71355,268,71,27,200040038
Mauzé-sur-le-Mignon,79170,2767,79,75,200041317
Alaigne,11004,330,11,76,200071926
Ladapeyre,23102,355,23,75,200067544
Baron,30030,357,30,76,200034379
Rivesaltes,66164,8678,66,76,200027183
Lecey,52280,213,52,44,200072999
Garéoult,83064,5369,83,93,200068104
Banville,14038,746,14,28,200069516
Châtillon-sur-Thouet,79080,2701,79,75,200041333
Cauro,2A085,1363,2A,94,200038958
Auribeau-sur-Siagne,06007,3219,06,93,200039857
Levens,06075,4741,06,93,200030195
Cours-de-Pile,24140,1612,24,75,200070647
Bonneville-la-Louvet,14085,741,14,28,241400878
Prayssas,47213,997,47,75,200068922
Les Mathes,17225,1945,17,75,241700640
Vincelottes,89479,277,89,27,200067114
Rurey,25511,333,25,27,200068070
Ferreux-Quincey,10148,365,10,44,200006716
Rouvillers,60553,274,60,32,246000566
Ponthévrard,78499,622,78,11,200073344
Crissé,72109,601,72,52,200072718
Pontpoint,60508,3249,60,32,246000921
Sartes,88443,101,88,44,200068559
Grand-Champ,56067,5295,56,53,200067932
Longechenal,38213,565,38,84,200059392
Saint-Étienne-des-Guérets,41208,95,41,24,200030385
Le Clerjus,88108,561,88,44,200068757
Fontenay-le-Fleury,78242,13374,78,11,247800584
Kaysersberg Vignoble,68162,4677,68,44,246800551
Brienne-la-Vieille,10063,446,10,44,200040137
Neuville-Saint-Amand,02549,850,02,32,200071892
Versigny,60671,378,60,32,246000871
La Tour-Saint-Gelin,37260,534,37,24,200072668
Villembits,65474,117,65,76,200070795
Bugeat,19033,829,19,75,200066744
Chaon,41036,467,41,24,200000800
Guigneville,45162,534,45,24,200066280
Saxon-Sion,54497,85,54,44,200035772
Vernoy,89442,239,89,27,248900748
Vallecalle,2B333,133,2B,94,200073120
Flétrange,57217,952,57,44,245700133
Lafraye,60339,373,60,32,200067999
Insviller,57347,187,57,44,245701206
Val d'Anast,35168,3908,35,53,200043990
Paray-le-Frésil,03203,384,03,84,200071140
Berthegon,86023,302,86,75,248600447
Eguenigue,90036,281,90,27,200069052
Laqueuille,63189,360,63,84,200069169
Saint-Sever,40282,4884,40,75,200069649
Braisnes-sur-Aronde,60099,171,60,32,246000855
Campana,2B052,17,2B,94,200073252
Rahay,72250,190,72,52,200072692
Fraroz,39237,48,39,27,200069623
La Tour-de-Sçay,25566,287,25,27,242504447
Montoulieu,09210,393,09,76,200067791
Mauvezin-de-Sainte-Croix,09184,37,09,76,200067940
Jarnosse,42112,441,42,84,200035202
Colmey,54134,259,54,44,200043693
Montigny,14446,96,14,28,200066728
Saint-Laurent-d'Olt,12237,636,12,76,200068484
Gavray,50197,1462,50,28,200067023
Bourgneuf,73053,685,73,84,200041010
Vauvert,30341,11515,30,76,243000593
Saint-Denis-de-Méré,14572,841,14,28,200068799
Chantelle,03053,1061,03,84,200071389
Réquista,12197,2005,12,76,241200542
Mirabeau,04122,510,04,93,200067437
Aspin-Aure,65039,54,65,76,246500573
Saint-Nazaire-de-Valentane,82168,363,82,76,200040418
Drumettaz-Clarafond,73103,2638,73,84,200068674
La Voivre,88519,699,88,44,200071066
Rochefort-sur-Loire,49259,2336,49,52,200071553
Chermignac,17102,1254,17,75,200036473
Rocher,07193,277,07,84,240700617
Malbosc,07148,144,07,84,200039832
Vescemont,90102,766,90,27,200069060
Osly-Courtil,02576,314,02,32,240200477
Artaix,71012,323,71,27,247100639
Romain,25499,132,25,27,200068294
Bolbec,76114,11679,76,28,200010700
Chamouille,02158,291,02,32,200043495
Arnancourt,52019,91,52,44,200044253
Rontignon,64467,809,64,75,200067254
Jasseines,10175,179,10,44,200040137
Suaux,16375,412,16,75,200072049
Commensacq,40085,445,40,75,200069656
Sainte-Colombe-en-Auxois,21544,57,21,27,200071017
Pagny-sur-Meuse,55398,1028,55,44,200066157
Secondigné-sur-Belle,79310,529,79,75,200069755
Acy,02003,1011,02,32,240200477
Courtieux,60171,178,60,32,246000749
Arthenac,17020,339,17,75,200041523
Cottenchy,80213,582,80,32,200070969
Avroult,62067,599,62,32,200069037
Bootzheim,67056,722,67,44,200030526
Bissy-la-Mâconnaise,71035,208,71,27,200069698
Ryes,14552,506,14,28,241400555
Verchain-Maugré,59610,927,59,32,245901160
Coivrel,60158,258,60,32,246000566
Bassussarry,64100,2831,64,75,200067106
Baby,77015,97,77,11,200040251
Bayecourt,88040,262,88,44,200068757
Dalou,09104,762,09,76,200067791
Escosse,09116,418,09,76,200066231
La Feuillie,76263,1305,76,28,200069730
Coupray,52146,151,52,44,245200597
Rillé,37198,312,37,24,200072981
Clichy,92024,60435,92,11,200054781
Arthez-d'Armagnac,40013,111,40,75,244000774
La Madeleine-Villefrouin,41121,30,41,24,200055481
Kilstett,67237,2566,67,44,200041325
Saint-Martin-des-Pézerits,61425,130,61,28,200036069
Estivaux,19078,416,19,75,200043172
Taintrux,88463,1558,88,44,200071066
Saint-Martin-d'Abbat,45290,1750,45,24,244500427
Coutures,33139,99,33,75,200069599
Massiges,51355,49,51,44,200042703
Novillard,90074,299,90,27,200069052
Feule,25239,182,25,27,200065647
Solignac-sur-Loire,43241,1260,43,84,200073419
Guermange,57272,93,57,44,200068146
Soulaines-Dhuys,10372,417,10,44,200066892
Blennes,77035,562,77,11,247700107
Rouelles,52437,27,52,44,200027308
Bullainville,28065,107,28,24,242852465
Ledeuix,64328,1038,64,75,200067262
Châtenois,70141,125,70,27,200041861
Chabrignac,19035,585,19,75,200043172
Marquigny,08278,93,08,44,240800862
Ménerbes,84073,995,84,93,200040624
Arnay-le-Duc,21023,1482,21,27,200071173
Orsinval,59451,547,59,32,200043321
Tartaras,42307,829,42,84,244200770
Waziers,59654,7498,59,32,200044618
Loutzviller,57421,149,57,44,200069441
Condezaygues,47070,854,47,75,200068930
Saint-Maur,18225,284,18,24,200049484
Anthé,47011,203,47,75,200068930
Vexaincourt,88503,165,88,44,200071066
Rochefort-sur-la-Côte,52428,58,52,44,200068658
Coisevaux,70160,341,70,27,247000722
Maxstadt,57453,325,57,44,200067502
Artigueloutan,64059,1018,64,75,200067254
Morillon,74190,632,74,84,200034098
Subligny,18256,344,18,24,200069227
Dohis,02265,98,02,32,240200634
Séméacq-Blachon,64517,171,64,75,200067296
Sillingy,74272,5045,74,84,247400567
Genillé,37111,1534,37,24,200071587
Saints-en-Puisaye,89367,582,89,27,200067130
Villers-sous-Ailly,80804,190,80,32,200070936
Puchevillers,80645,547,80,32,248000747
Thoiras,30329,441,30,76,200066918
Coupiac,12080,401,12,76,200067155
Roussillon,84102,1328,84,93,200040624
Artalens-Souin,65036,142,65,76,200070811
Authiou,58018,41,58,27,200067692
Saint-Chély-d'Aubrac,12214,551,12,76,200067171
Cazaril-Tambourès,31130,93,31,76,200072643
Civry-la-Forêt,78163,347,78,11,247800550
Quarante,34226,1736,34,76,200042653
Saint-Germain-de-Calberte,48155,440,48,76,200069136
Nécy,61303,524,61,28,200068450
Pusignan,69285,4011,69,84,246900575
Jolimetz,59325,874,59,32,200043321
Mont-Notre-Dame,02520,739,02,32,240200501
Saint-Privat-de-Vallongue,48178,242,48,76,200069136
Mercatel,62568,663,62,32,200033579
Fouquebrune,16143,659,16,75,200070282
Ommeray,57524,115,57,44,245701206
Courcelles-Frémoy,21203,128,21,27,200071017
Menville,31338,729,31,76,200071314
Azay-le-Brûlé,79024,1901,79,75,200041994
Domnom-lès-Dieuze,57181,83,57,44,245701206
Pontivy,56178,14117,56,53,245614433
Roquetoire,62721,1930,62,32,200069037
Roissard,38342,298,38,84,200030658
La Freissinouse,05059,786,05,93,200067825
Chilly,74075,1281,74,84,200070852
Grémonville,76325,422,76,28,200069847
Dizy,51210,1551,51,44,245100615
Valescourt,60653,284,60,32,246000566
Puivert,11303,522,11,76,200043776
Saint-Privat-du-Dragon,43222,157,43,84,200073393
Meyronne,46192,291,46,76,200066371
Saint-Martial-Entraygues,19221,79,19,75,200066751
Jasses,64281,134,64,75,200067288
Les Guerreaux,71229,243,71,27,200071884
Missiriac,56133,1124,56,53,200066785
Saint-Désiré,03225,434,03,84,240300657
La Capelle-et-Masmolène,30067,450,30,76,200034379
Gennetines,03121,671,03,84,200071140
Vantoux,57693,884,57,44,200039865
Mignéville,54368,193,54,44,200069433
Hénanbihen,22076,1364,22,53,200069391
Cademène,25106,78,25,27,200068070
Saint-Amand-Magnazeix,87133,533,87,75,248719262
Pinas,65363,456,65,76,200070787
Croignon,33141,602,33,75,243301355
Ambel,38008,22,38,84,200040657
Niderhoff,57504,282,57,44,200068146
Concoret,56043,735,56,53,200066777
Saint-Poncy,15207,345,15,84,200066637
Siros,64525,731,64,75,200067254
Aumale,76035,2177,76,28,200069722
Guégon,56070,2296,56,53,200066777
Wailly,62869,1105,62,32,200033579
Privas,07186,8321,07,84,200071413
Patrimonio,2B205,736,2B,94,200073120
Combronde,63116,2170,63,84,200072098
Vaumas,03300,538,03,84,200071470
Grez,60289,273,60,32,246000848
Lannepax,32190,493,32,76,243200458
Eschwiller,67134,187,67,44,200067841
Allier,65005,409,65,76,200069300
Valjouffrey,38522,145,38,84,200040657
Montertelot,56139,364,56,53,200066777
Vigoulet-Auzil,31578,906,31,76,243100633
Naves,19146,2390,19,75,241927201
Dissay,86095,3218,86,75,200069854
Wannehain,59638,1182,59,32,200041960
Cournonterral,34088,5790,34,76,243400017
Vendelles,02774,114,02,32,240200493
Molosmes,89262,176,89,27,200039642
Roussennac,12206,606,12,76,241200674
La Vergenne,70544,122,70,27,247000714
Colline-Beaumont,62231,137,62,32,200069029
Terssac,81297,1145,81,76,248100737
Villeneuve-la-Dondagre,89459,282,89,27,248900748
Saint-Nicolas-des-Bois,50529,99,50,28,200069425
Montagny-en-Vexin,60412,672,60,32,246000707
Le Bouchaud,03035,210,03,84,200071470
Pontault-Combault,77373,38370,77,11,200057958
Crach,56046,3318,56,53,200043123
Saint-Mars-du-Désert,53236,157,53,52,200042182
Fressies,59255,567,59,32,200068500
Argelès-Gazost,65025,2980,65,76,200070811
Heugueville-sur-Sienne,50243,540,50,28,200067023
Xanrey,57754,117,57,44,245701206
Vignoles,21684,865,21,27,200006682
Rimbez-et-Baudiets,40242,102,40,75,200035541
Lézignan,65271,351,65,76,200069300
Poncey-lès-Athée,21493,592,21,27,200070902
Vidaillat,23260,154,23,75,200067189
Longvillers,14379,363,14,28,200069524
Millencourt,80547,216,80,32,248000747
Aix,19002,385,19,75,200066744
Ménétréol-sous-Sancerre,18146,317,18,24,200069227
Tollaincourt,88475,129,88,44,200068773
Borée,07037,164,07,84,200072007
Vignes,89448,84,89,27,200039709
Casseuil,33102,399,33,75,200044394
Occey,52360,154,52,44,200027308
Fraisses,42099,3748,42,84,244200770
Lacour,82084,177,82,76,200040418
Saint-Cyr-sous-Dourdan,91546,1003,91,11,249100595
Font-Romeu-Odeillo-Via,66124,1954,66,76,246600464
Brusque,12039,293,12,76,200067163
Ternay,69297,5430,69,84,246900765
Loupia,11207,242,11,76,200071926
Igney,54271,128,54,44,200069433
