nom,insee,POPULATION,departement,region,epci
Chélan,32103,180,32,76,200072320
Saint-Julien-de-la-Liègue,27553,405,27,28,242700623
Voillans,25629,207,25,27,242504447
Péron,01288,2537,01,84,240100750
Le Mesnil-au-Val,50305,727,50,28,200067205
Saint-Projet,82172,287,82,76,248200107
Grandrif,63173,178,63,84,200070761
Steene,59579,1315,59,32,200040954
Ponches-Estruval,80631,111,80,32,200070936
Balaiseaux,39034,296,39,27,243901089
Solliès-Ville,83132,2391,83,93,248300410
Bayenghem-lès-Éperlecques,62087,1006,62,32,200069037
La Chapelle-sous-Brancion,71094,126,71,27,200069698
Villers-lès-Mangiennes,55563,79,55,44,200066173
Olette,66125,376,66,76,200049211
Val-d'Épy,39209,354,39,27,200072056
Montigné-le-Brillant,53157,1253,53,52,245300330
Crécy-sur-Serre,02237,1494,02,32,240200469
Leffonds,52282,343,52,44,245200597
Saint-Félix-de-Reillac-et-Mortemart,24404,193,24,75,200041168
Beaulieu-sur-Layon,49022,1422,49,52,200071553
Plassac,33325,865,33,75,200023794
Orchies,59449,8472,59,32,200041960
Bahus-Soubiran,40022,416,40,75,200030435
Guillonville,28190,442,28,24,200070159
Oudincourt,52371,146,52,44,200068658
Celles,34072,35,34,76,200017341
Mers-les-Bains,80533,2840,80,32,247600588
Ambillou,37002,1846,37,24,200072981
Boësses,45033,400,45,24,200071850
Voutezac,19288,1280,19,75,200043172
Illois,76372,393,76,28,200069722
Roquepine,32350,43,32,76,243200417
Bourg-Charente,16056,876,16,75,200070514
Le Fresne-Poret,50193,212,50,28,200069425
Lutterbach,68195,6331,68,44,200066009
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,51513,526,51,44,200042992
Bay-sur-Aube,52040,50,52,44,200027308
Esves-le-Moutier,37103,154,37,24,200071587
Chepoix,60146,400,60,32,200068005
Mouzens,81189,120,81,76,248100158
Wiencourt-l'Équipée,80824,259,80,32,200070928
Saint-Sulpice-les-Bois,19244,82,19,75,200066744
Courtempierre,45114,236,45,24,244500419
Méhoudin,61257,129,61,28,200071652
Val-d'Ornain,55366,982,55,44,200033025
Marainville-sur-Madon,88286,95,88,44,200068369
Auvilliers,76042,111,76,28,200070068
Hautot-l'Auvray,76346,357,76,28,200069839
Esnans,25221,64,25,27,242504447
Rubelles,77394,2121,77,11,247700057
This,08450,223,08,44,200067759
Saint-Martin-d'Arberoue,64489,316,64,75,200067106
La Boissière,14082,194,14,28,200069532
Prugnanes,66152,107,66,76,246600423
Nielles-lès-Bléquin,62613,833,62,32,246201016
Le Vintrou,81321,82,81,76,248100745
Ainvelle,70008,150,70,27,200041721
Briffons,63053,279,63,84,200071215
Saint-Goussaud,23200,163,23,75,200067510
Arsac-en-Velay,43010,1224,43,84,200073419
Saulmory-Villefranche,55471,96,55,44,200066132
Villers-Saint-Christophe,02815,442,02,32,200071892
Arnave,09016,202,09,76,240900431
Gambaiseuil,78264,62,78,11,200073344
Broissia,39080,65,39,27,200012060
Saint-Pardoux-du-Breuil,47263,606,47,75,200030674
Brossay,49053,370,49,52,200071876
Étouvans,25224,809,25,27,200065647
Maussane-les-Alpilles,13058,2226,13,93,241300375
Passy-sur-Seine,77356,50,77,11,200040251
Chitray,36051,176,36,24,243600319
Le Boulou,66024,5554,66,76,246600373
Urgosse,32458,246,32,76,243200409
Boisemont,95074,769,95,11,249500109
Villeneuve-du-Latou,09338,152,09,76,200066223
Valcivières,63441,209,63,84,200070761
Parigné-sur-Braye,53174,842,53,52,200055887
Champigneulle,08098,62,08,44,240800920
Fontanès,34102,341,34,76,200022986
Hotot-en-Auge,14335,311,14,28,200065563
Juville,57354,118,57,44,245701206
Ville-devant-Chaumont,55556,50,55,44,200066173
Mazangé,41131,894,41,24,200072072
Burey-en-Vaux,55088,152,55,44,200066157
Le Montat,46197,1044,46,76,200023737
Fraillicourt,08178,184,08,44,240800862
Bettendorf,68033,461,68,44,200066041
Espinasse,15065,78,15,84,200066660
Le Tremblay-Omonville,27658,335,27,28,242700607
Kemplich,57359,165,57,44,245701354
Champis,07052,614,07,84,200041366
Rannée,35235,1110,35,53,200039022
Laon,02408,25358,02,32,200043495
Hélette,64259,714,64,75,200067106
Plédran,22176,6491,22,53,200069409
Valleroy,54542,2359,54,44,200070845
Cornusse,18072,270,18,24,200007177
Auterive,31033,9417,31,76,200068807
Pierres,28298,2800,28,24,200069953
Les Ressuintes,28314,129,28,24,200069912
Cramoisy,60173,753,60,32,200068047
Hyèvre-Paroisse,25313,186,25,27,242504447
Drée,21234,56,21,27,200039055
Dommartin-la-Chaussée,54166,36,54,44,200070738
Antagnac,47010,245,47,75,244701355
Houdilcourt,08229,144,08,44,200043156
Belval-Bois-des-Dames,08059,33,08,44,240800920
Les Hermaux,48073,104,48,76,200069268
Saint-Aubin,36181,185,36,24,200068880
Le Pertre,35217,1390,35,53,200039022
Jaignes,77235,275,77,11,247700065
Longeau-Percey,52292,741,52,44,200027308
Saint-Cierge-la-Serre,07221,256,07,84,200071413
Ville-di-Paraso,2B352,211,2B,94,200073104
Orgedeuil,16250,227,16,75,200068914
Pluherlin,56171,1510,56,53,245614383
Saint-Victeur,72323,461,72,52,200072700
Vatan,36230,2048,36,24,200068880
Vimont,14761,729,14,28,200065589
Combret,12069,271,12,76,200067163
Pouxeux,88358,1994,88,44,200068757
Clumanc,04059,204,04,93,200068625
Cambernard,31101,468,31,76,200068815
Boisné-La Tude,16082,722,16,75,200070282
Trévou-Tréguignec,22379,1318,22,53,200065928
Épuisay,41078,819,41,24,200072072
Villeneuve-sur-Verberie,60680,646,60,32,246000921
Langeais,37123,4593,37,24,200072981
Louchy-Montfand,03149,437,03,84,200071389
Izaux,65231,203,65,76,200070787
Annois,02019,372,02,32,200071892
Chenereilles,42060,521,42,84,200065886
Vernoux,01433,321,01,84,200071751
Saint-Symphorien-d'Ozon,69291,5678,69,84,246900765
La Maxe,57452,867,57,44,200039865
Saint-Seurin-de-Prats,24501,484,24,75,200034197
Marigny,03162,197,03,84,200071140
Millau,12145,22234,12,76,241200567
Sainte-Anastasie-sur-Issole,83111,1866,83,93,200068104
Prinsuéjols-Malbouzon,48087,285,48,76,200069144
Montceau-et-Écharnant,21427,168,21,27,200071207
Cauvigny,60135,1610,60,32,200067973
Brassac,82024,256,82,76,200040418
Fienvillers,80310,675,80,32,200070951
La Serre,12269,117,12,76,200067163
Sempy,62787,328,62,32,200044030
Brandonnet,12034,321,12,76,241200674
Arpavon,26013,81,26,84,200068229
Uchizy,71550,849,71,27,200069698
Gercy,02341,290,02,32,240200444
Quaix-en-Chartreuse,38328,906,38,84,200040715
Meillonnas,01241,1316,01,84,200071751
Angoustrine-Villeneuve-des-Escaldes,66005,709,66,76,246600399
Gugney,54241,73,54,44,200035772
Val-du-Layon,49292,3352,49,52,200071553
Collobrières,83043,1919,83,93,200027100
Guichen,35126,8231,35,53,200043990
Sainte-Montaine,18227,186,18,24,200000933
Saint-Cirgues,46255,352,46,76,200067361
La Motte-Servolex,73179,11731,73,84,200069110
Sevelinges,42300,649,42,84,200035202
Saint-Forgeot,71414,483,71,27,200070530
Warlus,80821,226,80,32,200071181
Vincey,88513,2209,88,44,200068757
Chambray,27140,432,27,28,200072312
Bacouël,60039,468,60,32,200068005
L'Isle-sur-le-Doubs,25315,3078,25,27,200068294
Penguily,22165,611,22,53,200069391
Ameugny,71007,168,71,27,200040293
Lathuile,74147,1041,74,84,247400773
Saint-Georges-de-la-Couée,72279,157,72,52,200070373
Autechaux,25032,418,25,27,242504447
Bouhy,58036,448,58,27,200067130
Saint-Hostien,43194,742,43,84,200073419
Autrey-le-Vay,70042,86,70,27,247000714
Le Bugue,24067,2656,24,75,200041168
Walbourg,67511,881,67,44,200013050
Lodève,34142,7409,34,76,200017341
Champtocé-sur-Loire,49068,1872,49,52,200071553
Longjumeau,91345,21724,91,11,200056232
Camblain-l'Abbé,62199,645,62,32,200069482
Crottet,01134,1726,01,84,200070555
Teilhède,63427,429,63,84,200072098
Frontenay,39244,178,39,27,200069615
Saint-Pastous,65393,132,65,76,200070811
Marnay-sur-Seine,10225,218,10,44,200006716
Vauréal,95637,16221,95,11,249500109
Albussac,19004,713,19,75,200066751
Brunelles,28063,566,28,24,200006971
Auberchicourt,59024,4361,59,32,245901152
Esse,16131,506,16,75,200072049
Courmemin,41068,526,41,24,244100798
Bellefonds,86020,252,86,75,248600413
Nouvion-le-Vineux,02561,162,02,32,200043495
Montégut,65319,133,65,76,200070829
Sainte-Marie-Outre-l'Eau,14619,118,14,28,200068799
Bréauté,76141,1325,76,28,247600505
Sainte-Eulalie-d'Olt,12219,378,12,76,200068484
Sémeries,59562,546,59,32,200043263
Vézelois,90104,946,90,27,200069052
Paslières,63271,1536,63,84,200070712
Prats-de-Mollo-la-Preste,66150,1127,66,76,246600548
Le Plessier-sur-Saint-Just,60498,510,60,32,246000566
Bugarach,11055,225,11,76,200071926
Périgny,94056,2604,94,11,200054781
Cideville,76174,337,76,28,200069847
Forgues,31189,203,31,76,200068815
Charmes-sur-l'Herbasse,26077,936,26,84,200073096
Isle-et-Bardais,03130,260,03,84,240300558
Revin,08363,6518,08,44,240800821
Aix-les-Bains,73008,29822,73,84,200068674
Plaisance,32319,1487,32,76,243200508
Haudainville,55236,963,55,44,200049187
Saint-Maurice-Thizouaille,89361,264,89,27,248900524
Douvres,01149,1058,01,84,240100883
Lanuéjols,30139,360,30,76,200034601
Champien,80185,265,80,32,200070977
Villeneuve-sur-Yonne,89464,5299,89,27,248900334
Vanlay,10395,312,10,44,200071041
Oyrières,70402,390,70,27,200036549
Frasnoy,59251,381,59,32,200043321
Ozon,07169,403,07,84,200040491
Passy,89291,339,89,27,248900334
Saint-Brès,34244,2853,34,76,243400017
Bellou-en-Houlme,61040,1110,61,28,200035814
Montreuil-sur-Loir,49216,548,49,52,200068955
Le Roc,46239,213,46,76,200066371
Nointel,60464,1001,60,32,246000376
Annonay,07010,16698,07,84,200072015
Campo,2A056,101,2A,94,200038958
Arles,13004,52886,13,93,241300417
Tournefeuille,31557,26477,31,76,243100518
Valmunster,57691,93,57,44,200067650
Écommoy,72124,4642,72,52,247200447
Vic-le-Comte,63457,5027,63,84,200069177
Saint-Maur-des-Bois,50521,148,50,28,200043354
Vougy,74312,1503,74,84,200000172
Poivres,10293,149,10,44,200071777
Lombard,39296,208,39,27,200069615
Barrancoueu,65066,33,65,76,246500573
Saint-Adrien,22271,359,22,53,200067981
Saint-Paul,33458,926,33,75,200023794
Perrières,14497,321,14,28,241400514
Jarnac,16167,4424,16,75,200070514
Verneuil-sur-Seine,78642,15366,78,11,200059889
Lourdoueix-Saint-Pierre,23112,779,23,75,200041556
Villedieu,21693,69,21,27,242101434
La Chenalotte,25148,476,25,27,242504355
Castelviel,33105,209,33,75,200069599
Courçon,17127,1748,17,75,200041499
Chavannes-les-Grands,90025,335,90,27,249000241
Barbirey-sur-Ouche,21045,230,21,27,200039055
Saint-Genouph,37219,1055,37,24,243700754
Lachaux,63184,282,63,84,200070712
Maurecourt,78382,4422,78,11,249500109
Corancy,58082,309,58,27,200067890
Tourrettes,83138,2908,83,93,200004802
Mesterrieux,33283,210,33,75,200069599
Sabres,40246,1196,40,75,200069656
Curienne,73097,676,73,84,200069110
Oppedette,04142,53,04,93,200071025
Buzignargues,34043,310,34,76,200022986
Schwoben,68303,226,68,44,200066041
La Folletière-Abenon,14273,137,14,28,200069532
Gigors-et-Lozeron,26141,163,26,84,242600252
Saint-Julien-Boutières,07252,199,07,84,200041465
Garancières-en-Beauce,28169,221,28,24,200070159
Argenvières,18012,471,18,24,200032514
Saint-Denis-des-Puits,28333,141,28,24,200058360
Saint-Germain-le-Fouilloux,53224,1151,53,52,245300330
Mareuil,16208,406,16,75,241600303
Hédé-Bazouges,35130,2164,35,53,243500733
Montaut,40191,644,40,75,200069649
Eole-en-Beauce,28406,1060,28,24,200070159
Rustroff,57604,604,57,44,200067486
Neufchâtel-Hardelot,62604,3750,62,32,246200729
Ferrières-Poussarou,34100,75,34,76,200066348
Sérandon,19256,364,19,75,200066744
La Rochepot,21527,288,21,27,200006682
Gilly-sur-Loire,71220,504,71,27,200070316
Esbly,77171,6192,77,11,247700438
Crozant,23070,459,23,75,200067510
Larroque,65263,106,65,76,200070795
Chambonas,07050,854,07,84,200039832
Biermes,08064,293,08,44,200043156
Delme,57171,1108,57,44,245701206
Potangis,51443,121,51,44,200066835
Craponne-sur-Arzon,43080,2065,43,84,200073419
Izaut-de-l'Hôtel,31241,320,31,76,200073146
Autreville-sur-la-Renne,52031,396,52,44,245200597
Bonnevent-Velloreille,70076,358,70,27,247000706
Valenton,94074,14393,94,11,200054781
Pendé,80618,1098,80,32,200070993
Rigny-sur-Arroux,71370,661,71,27,200070316
Blargies,60076,536,60,32,246000848
Goux-sous-Landet,25283,84,25,27,200068070
Saint-Pierre-du-Vauvray,27598,1291,27,28,200035665
Gurunhuel,22072,446,22,53,200067981
Lhor,57410,134,57,44,245701206
Bort-les-Orgues,19028,2745,19,75,200066744
Blotzheim,68042,4466,68,44,200066058
La Chapelle-Viel,61100,274,61,28,200068468
Oussoy-en-Gâtinais,45239,412,45,24,200067676
Saint-Marcel-lès-Sauzet,26312,1226,26,84,200040459
Causse-Bégon,30074,18,30,76,200034601
Le Landin,27363,195,27,28,200066405
Étalleville,76251,456,76,28,200069847
Détrier,73099,422,73,84,200041010
Bendorf,68025,208,68,44,200066041
La Sauzière-Saint-Jean,81279,270,81,76,200066124
Vivaise,02821,723,02,32,200043495
Mazières-Naresse,47164,130,47,75,200036523
Bègles,33039,27197,33,75,243300316
Denipaire,88128,247,88,44,200071066
Francillon-sur-Roubion,26137,186,26,84,242600252
Haynecourt,59294,332,59,32,200068500
Matton-et-Clémency,08281,451,08,44,240800847
La Bazoque,14050,185,14,28,200066801
Beaurepaire,60056,63,60,32,246000921
Williers,08501,45,08,44,240800847
Ploéven,29166,526,29,53,200067247
Groisy,74137,3498,74,84,200066793
Pouy-Loubrin,32327,87,32,76,200072320
Courcelles-sous-Thoix,80219,65,80,32,200071181
Balbronn,67018,649,67,44,200068864
Glatigny,60275,224,60,32,246000848
Bétheny,51055,6663,51,44,200067213
Bitry,60072,321,60,32,246000749
Boisjean,62150,515,62,32,200044030
Saint-Hilaire-de-Chaléons,44164,2235,44,52,200067346
Baume-les-Dames,25047,5241,25,27,242504447
Saint-Jean-la-Poterie,56223,1502,56,53,243500741
Morvillers,60435,463,60,32,246000848
Cramaille,02233,134,02,32,240200519
Corcelles-en-Beaujolais,69065,911,69,84,200067817
Saint-Just-près-Brioude,43206,426,43,84,244301032
Clans,06042,589,06,93,200030195
Chasselas,71108,176,71,27,200070308
Souvigny-en-Sologne,41251,515,41,24,200000800
Marchais,02457,423,02,32,240200576
Varesnes,60655,373,60,32,246000756
Cours-de-Monségur,33136,282,33,75,200069599
Aumelas,34016,519,34,76,243400694
Faverney,70228,941,70,27,200041879
Miramont-Latour,32255,161,32,76,243200391
Parbayse,64442,300,64,75,200039204
Puzieux,57559,185,57,44,245701206
Concèze,19059,420,19,75,200066603
Remennecourt,55424,56,55,44,245501184
Consigny,52142,66,52,44,200069664
Blanchefosse-et-Bay,08069,162,08,44,200041622
Charmoy,71103,253,71,27,247100290
Nevers,58194,34228,58,27,245804406
Magenta,51663,1727,51,44,200067684
La Neuville-Vault,60460,175,60,32,246000848
Belleray,55042,484,55,44,200049187
Parzac,16255,137,16,75,200072049
Salon,10365,125,10,44,200070126
Tabanac,33518,1073,33,75,243301439
Gerrots,14300,55,14,28,200065563
Valdurenque,81307,819,81,76,248100430
Bois-Bernard,62148,828,62,32,246200299
La Tranclière,01425,292,01,84,200071751
Isles-les-Meldeuses,77231,797,77,11,247700065
Le Blanc,36018,6572,36,24,243600319
Fontrieu,81062,940,81,76,200066561
Saint-Léomer,86230,183,86,75,200070043
Ourton,62642,778,62,32,200072460
Varen,82187,656,82,76,248200107
Aubenas-les-Alpes,04012,103,04,93,200071025
Villiers-sur-Loir,41294,1132,41,24,200072072
Servaville-Salmonville,76673,1108,76,28,200070449
Charmes-la-Côte,54120,342,54,44,200070563
Pirajoux,01296,393,01,84,200071751
Chêne-Sec,39140,34,39,27,200069615
La Couronne,16113,7656,16,75,200071827
Neuilly-en-Thelle,60450,3378,60,32,200067973
Bézaudun-sur-Bîne,26051,76,26,84,242600492
Charbonnières-les-Vieilles,63093,1076,63,84,200072098
Arsure-Arsurette,39020,99,39,27,200069623
Fessenheim,68091,2389,68,44,200066025
Viel-Saint-Remy,08472,314,08,44,240800862
Casson,44027,2183,44,52,244400503
Saint-Nizier-sur-Arroux,71466,130,71,27,200070530
Le Thor,84132,8879,84,93,248400319
Dommartin-sur-Vraine,88150,316,88,44,200068559
Venette,60665,2817,60,32,200067965
Chappes,63089,1665,63,84,200070753
Tronget,03292,911,03,84,200071496
Lyas,07146,596,07,84,200071413
Luzarches,95352,4536,95,11,200073013
Lalbenque,46148,1672,46,76,244600532
Cours,69066,4589,69,84,200040566
Brussieu,69031,1334,69,84,200066587
Heuilley-sur-Saône,21316,341,21,27,200070902
Saint-Charles-la-Forêt,53206,215,53,52,245300223
Magny-les-Hameaux,78356,9197,78,11,200058782
Fêche-l'Église,90045,792,90,27,249000241
Rouvres-sous-Meilly,21533,93,21,27,200071207
Saint-Voir,03263,194,03,84,200071470
Sternenberg,68326,153,68,44,200066033
Andelot-Blancheville,52008,879,52,44,200069664
Séron,65422,328,65,76,200069300
Villiers-lès-Aprey,52536,47,52,44,200027308
Sainte-Radegonde,33468,469,33,75,243301454
Labège,31254,4277,31,76,243100633
Gamaches,80373,2643,80,32,247600588
Villers-sur-Nied,57719,75,57,44,245701206
Lento,2B140,109,2B,94,200036499
Bréhal,50076,3277,50,28,200042604
Drouilly,51220,137,51,44,200034718
Fampoux,62323,1149,62,32,200033579
Sarnois,60605,348,60,32,246000848
Plumont,39430,98,39,27,243900560
Viroflay,78686,15738,78,11,247800584
Ciry-Salsogne,02195,918,02,32,240200501
Montberon,31364,2898,31,76,243100815
Prâlon,21504,89,21,27,200039055
Pont-Melvez,22249,616,22,53,200067981
Sanilhac,07307,459,07,84,240700617
Cabestany,66028,9790,66,76,200027183
Leuglay,21346,313,21,27,242101434
Villiers-Saint-Denis,02818,1037,02,32,240200584
Eaubonne,95203,24609,95,11,200058485
Beauvoir,60058,265,60,32,200068005
Saint-Privat-des-Vieux,30294,5117,30,76,200066918
Le Verneil,73311,96,73,84,200041010
Tilly-Capelle,62818,163,62,32,200069672
Saint-Hilaire-de-Lavit,48158,117,48,76,200069136
Lucé,28218,16107,28,24,200033181
Varenguebec,50617,318,50,28,200067031
Saint-Just-d'Ardèche,07259,1697,07,84,240700864
Montpeyroux,12156,547,12,76,200067171
Placey,25455,191,25,27,200041887
Malguénac,56125,1823,56,53,245614433
Ménestreau-en-Villette,45200,1471,45,24,200005932
Werentzhouse,68363,560,68,44,200066041
Champeau-en-Morvan,21139,239,21,27,242101442
Payrignac,46216,690,46,76,244600482
Pithon,02604,79,02,32,200070985
Pludual,22236,738,22,53,200069086
Billecul,39055,42,39,27,200069623
La Ferté-Beauharnais,41083,512,41,24,244100780
Saint-Aubin-sur-Scie,76565,1088,76,28,247600786
Neuvecelle,74200,2991,74,84,200071967
La Vraie-Croix,56261,1437,56,53,245614383
Saint-Carné,22280,1000,22,53,200068989
Borce,64136,139,64,75,200067262
Visseiche,35359,801,35,53,200039022
Saint-Palais,18229,630,18,24,200066330
Le Born,31077,513,31,76,243100773
Sanous,65403,96,65,76,200072106
Berchères-les-Pierres,28035,997,28,24,200033181
Saint-Sulpice,73281,777,73,84,200069110
Montcabrier,46199,353,46,76,244600433
Boisse-Penchot,12028,523,12,76,200067064
Saint-Dié-des-Vosges,88413,20079,88,44,200071066
Ossen,65343,217,65,76,200069300
Cussac-sur-Loire,43084,1751,43,84,200073419
Magnicourt,10214,75,10,44,200040137
Fay-sur-Lignon,43092,374,43,84,200073401
