commune,epci
Comigne,200035715
Rumegies,200042190
Niévroz,240100610
Varennes,200034833
Bachant,200043396
Le Pallet,200067866
Champneuville,200049187
Morigny-Champigny,200017846
Morsain,200071991
Chaudenay-le-Château,200071207
Charleval,200054807
Dornes,200071140
Marcheseuil,200071173
Danizy,200071785
Tossiat,200071751
Grospierres,200039808
Castelnau-de-Mandailles,200068484
Saultain,245901160
Oncy-sur-École,249100157
La Serpent,200071926
Les Forges,200068757
Grincourt-lès-Pas,200069482
Saint-Patrice-de-Claids,200067031
Veyras,200071413
Mont-Ormel,200068450
Les Champeaux,200069458
Saint-Laurent-d'Onay,200068781
Bébing,200068146
Odos,200069300
Villeneuve-en-Perseigne,246100663
Les Lèves-et-Thoumeyragues,243301371
Saint-Nazaire-le-Désert,242600534
Curvalle,200034031
Campigny,200065787
Saint-Julien-du-Sault,248900938
Galgan,241200674
Saint-Marcel,200023299
Escueillens-et-Saint-Just-de-Bélengard,200071926
Moussy,200035970
Coulouvray-Boisbenâtre,200043354
Monthois,240800920
Saint-Symphorien,200065787
Marcy,200071892
Vregny,240200477
Saint-Genès-de-Blaye,200023794
Grayan-et-l'Hôpital,200070720
Quesnoy-sur-Airaines,200071181
Polisot,200069003
Châtillon-en-Diois,242600534
Peyzac-le-Moustier,200041168
Hautevelle,200041721
Courlans,200071116
Velving,200067650
Montenoy,245400601
Avesnes,200069235
Lesparre-Médoc,200069995
La Chapelle-Anthenaise,245300330
Rayol-Canadel-sur-Mer,200036077
Gorcy,245400262
Moussé,200039022
Gien-sur-Cure,200067890
Sainte-Opportune-du-Bosc,242700607
Senonches,200069912
Arraincourt,245700133
Saint-Just-Saint-Rambert,200065886
Bordères-et-Lamensans,244000824
Mantallot,200065928
Languédias,200068989
Valaire,200030385
Pinsac,200066371
Les Salles-sur-Verdon,200040210
Sazilly,200072668
Mailly-le-Camp,200071777
Cheval-Blanc,200040442
Fransart,200070928
Magny-Fouchard,200066892
Maisons,200070365
Châtillon,200071496
Fleury,200071991
Prignac-et-Marcamps,243301223
Hilbesheim,200068146
Oudeuil,246000848
Saint-Jans-Cappel,200040947
Commelle-Vernay,200035731
Crots,200067742
Villers-sous-Pareid,245501176
Montaignac-Saint-Hippolyte,241900133
Bagnot,242101509
Saint-Denis-en-Margeride,200069102
Aigremont,200058519
Oulmes,248500563
Vanosc,200072015
Azilone-Ampaza,200038958
Saint-Jean-Saint-Nicolas,200068096
Auxon,200041879
Ronno,200040566
Aydie,200067239
Béthencourt,200030633
Chardonnay,200069698
Montigné,241600303
Saint-Aubin,200071769
Hescamps,200071181
Saint-Ythaire,200040293
Saint-Christophe-à-Berry,200071991
Bletterans,200069615
Viala-du-Pas-de-Jaux,241200906
Marignane,200054807
Cahuzac-sur-Vère,200066124
Bâgé-Dommartin,200071371
Piégros-la-Clastre,200040509
Saint-Nazaire-les-Eymes,200018166
Rhèges,200070126
Gonneville-la-Mallet,247600497
Luzy,200067882
Trégarantec,242900793
Rennemoulin,247800584
Vigoux,243600319
Silvareccio,200073252
Lardy,249100553
Conques-en-Rouergue,241200641
Ugine,200068997
Saint-Aubin-des-Coudrais,247200686
Lagarde,243200391
Vuillecin,242500338
Jambville,200059889
Saint-Martin-d'Estréaux,200035731
La Loupe,200070167
Saint-Séverin,200070282
Saint-Hélier,200071017
Géfosse-Fontenay,200066801
Couvertpuis,200066108
Pont-à-Vendin,246200364
Roost-Warendin,200044618
Corgnac-sur-l'Isle,242400752
Bazincourt-sur-Saulx,200066108
Cornillon,200034692
Belrupt,200068773
Beaumont-en-Diois,242600534
Brechainville,200068559
La Trinité-sur-Mer,200043123
Saint-Jean-aux-Amognes,200067908
Saint-Brice,200071520
Lespiteau,200072643
Ernée,245300355
Taurize,200035715
Molphey,242101442
Saint-Lyphard,244400610
Sénoville,200067205
Les Églises-d'Argenteuil,200041689
Domezain-Berraute,200067106
Verneuil-sur-Vienne,248719312
Salon-la-Tour,241927243
Braye-sur-Maulne,200072981
Sainte-Croix-sur-Mer,200069516
Saint-Jean-d'Arves,200070464
Saint-Cirgues-de-Malbert,241501139
Broze,200066124
Saint-André-de-Boëge,247400047
Villedoux,200041499
Lançon,240800920
Cargèse,200067049
San-Gavino-di-Fiumorbo,200033827
La Selle-en-Luitré,200072452
Grues,200073260
Grumesnil,200069730
Nitting,200068146
Cendrey,242504447
Lelling,200067502
Pomas,200071926
La Bonneville-sur-Iton,242700276
Elne,200043602
Saint-Médard,200029734
Marseillette,200035715
Lenax,200071470
Matzenheim,200067924
Cahagnes,200069524
Saint-Étienne-de-Mer-Morte,200071546
Lavigerie,200066637
Ménil-sur-Belvitte,200005957
Pons,200041523
La Rue-Saint-Pierre,200070449
Brie-Comte-Robert,247700644
Auchy-au-Bois,200072460
Heuchin,200069672
Sandrans,200069193
Bourg-de-Péage,200068781
Orcinas,242600492
Ceton,200071504
Labry,200070845
Le Pertuis,200073419
Yenne,247300262
Mareil-sur-Mauldre,200034130
Mouriès,241300375
La Boissière,200048551
Coutras,200070092
Mansac,200043172
Puymoyen,200071827
Épreville-près-le-Neubourg,242700607
Saint-Thomas-de-Conac,200041523
Saint-Front-sur-Lémance,200068930
Thauvenay,200069227
Puttigny,245701206
Velet,200036549
Paziols,200070365
Bacourt,245701206
Ercuis,200067973
Bruay-sur-l'Escaut,245901160
Montmeillant,240800862
Bitche,200069441
Ponson-Dessus,200067296
Villiers,200069763
Bordeaux-Saint-Clair,247600497
Bergbieten,200068864
Sant'Andréa-di-Bozio,200073138
Boustroff,200067502
Montigny-sur-Avre,200066462
Coulombs,200069953
Étobon,247000722
Sainte-Gemme,243600343
Pierre-Buffière,200040814
Époye,200067213
Dammartin-les-Templiers,242504447
Montagny-sur-Grosne,200071645
Rambaud,200067320
Saint-Étienne-au-Mont,246200729
Opio,240600585
Saint-Sylvestre,200041366
Vrigny,200067213
Mespaul,200067072
Donzy,200067916
Barisis-aux-Bois,200071769
Mars,200041465
Kanfen,245700695
Percy,200030658
Arandas,240100883
Tende,240600551
Illkirch-Graffenstaden,246700488
Cénac,243301439
Coursac,200040392
Pamiers,200066231
Hem-Monacu,200037059
La Bastide-de-Sérou,200067940
Xaintray,200069748
Laveraët,243200508
Thil-Manneville,200068534
Babeau-Bouldoux,200042653
Grateloup-Saint-Gayrand,200030674
Chavoy,200069425
Cannes-et-Clairan,243000296
Huilliécourt,200069664
Saint-Lunaire,243500725
Chapelon,200067676
La Balme-de-Sillingy,247400567
Giriviller,200067643
Saint-Pierre-de-Salerne,200066413
Saint-Gobain,200071785
Myennes,200067916
Frémonville,200069433
Sorcy-Saint-Martin,200066157
Noyal-sur-Vilaine,243500659
Les Mazures,200067759
Aignan,200035632
Asnières-en-Bessin,200066801
Remicourt,200068369
Badonvilliers-Gérauvilliers,200066108
Gunsbach,246800585
Ruan-sur-Egvonne,200040772
Foufflin-Ricametz,200069672
Nicole,200068922
Deux Rivières,200067080
Champvans,200036549
Lannebert,200069086
Avoine,200068450
Sathonay-Camp,200046977
Ucciani,242000503
Saint-Coutant,200069755
Senailly,242101491
Rocourt-Saint-Martin,200072031
Méautis,200042729
Bullion,200073344
Puget,200040442
Pranles,200071413
Bethon,200066835
Larroque,200072643
Culey-le-Patry,200066710
Marnaves,200034064
Chéraute,200067106
Fabas,200066652
Aumur,200010650
Talon,200067692
Saint-Denis-lès-Martel,200066371
Marsac,200071827
Étréchy,200067684
Trébons-sur-la-Grasse,200071298
Montberthault,200071017
Kingersheim,200066009
Auvers,200073393
Centuri,200042943
Mentque-Nortbécourt,200069037
Labastide-Rouairoux,248100745
Clastres,200071892
Mittainvilliers-Vérigny,200033181
Janaillat,200067189
Ancelle,200068096
Avricourt,200068146
Saint-Sulpice-des-Landes,200070662
Izel-lès-Hameau,200069482
Pontcarré,247700594
Nogent-sur-Seine,200006716
Saint-Félicien,200073096
Vuillafans,200068070
Bono,200067932
Sayat,200070753
Le Caule-Sainte-Beuve,200069722
Marigny,247100290
Saint-Laurent-des-Combes,200070282
Vernantes,200071876
Izernore,200042935
Saint-Martin-de-Mieux,241400514
Embreville,247600588
Terres de Druance,200068799
Têche,200070431
Lourenties,200067296
Anlhiac,242401024
Salmiech,241200658
Conflans-sur-Anille,200072692
Saint-Avit-Saint-Nazaire,243301371
Le Bourget,200054781
Lhommaizé,200070043
Chavanac,200066744
Chalindrey,200070332
Montigny-sur-Canne,200067882
Vaux-Saules,200039063
Coëtlogon,200067460
Le Plessier-Huleu,240200519
Beaucé,200072452
Canaules-et-Argentières,200034411
Mont-de-Vougney,200023075
Blangy-le-Château,241400878
Leval,200069060
Chauffry,200077055
Maizières,200068666
Beslon,200043354
Thimory,200067676
Rocquigny,200035442
Bouttencourt,200069722
Petosse,200071934
Belcastel-et-Buc,200071926
Rolbing,200069441
Trannes,200066892
Rainans,200010650
Montbron,200068914
Rouffiac-des-Corbières,200070365
Thaas,245100979
Marquette-en-Ostrevant,200042190
Marimont-lès-Bénestroff,245701206
La Chapelle-aux-Choux,200073112
Lantabat,200067106
Pencran,242900801
Saint-Jean-d'Estissac,200069094
Aiguèze,200034692
Wissant,246200380
Landersheim,200068112
Lachapelle-sous-Chaux,200069060
Argancy,200039949
Limeray,200043065
Gélannes,200000545
Montfort-sur-Boulzane,200043776
Arguel,200071181
Guiry-en-Vexin,200035970
Planfoy,244200622
Billième,247300262
Villez-sur-le-Neubourg,242700607
Sempesserre,243200391
Le Chay,241700640
Misy-sur-Yonne,247700107
Escaudes,200043982
Saint-Pal-de-Mons,200073427
Matigny,200070985
Nassandres sur Risle,200066413
Livry-Louvercy,200066876
Rebréchien,244500484
Flayat,200067593
Monts,200072650
Andel,200069391
Brazey-en-Plaine,242101509
Sélestat,246700967
Saint-Christophe,200040111
Presnoy,200067676
La Madeleine,245900410
Billy-le-Grand,200067213
Nancras,241700517
Saint-Martin-Boulogne,246200729
Verbiesles,200068658
Saint-Léger-sur-Sarthe,200035103
Bédarrides,248400293
La Ravoire,200069110
Vaulry,200066512
Larivière,200069052
Willerwald,200070746
Husseren-les-Châteaux,246800494
Guigny,200044030
Saint-Laurent-en-Caux,200069847
Housseras,200005957
Saint-Vallier,200068369
Saint-Adjutory,200068914
Ance Féas,200067262
Genneton,200040244
Courrières,246200299
La Chapelle-au-Moine,200035814
Bruyères,200042000
Fédry,247000623
Le Mesnil-Jourdain,200035665
Serques,200069037
Saint-Vallier,200040491
Hargeville,200059889
Lizeray,200068880
Saint-Marcel-en-Murat,200071512
Le Bec-Hellouin,200066413
Antist,246500482
Barjols,200040202
Jully-sur-Sarce,200069003
Pargny-sur-Saulx,200067379
Poligny,200023919
Sommevoire,200068666
Woippy,200039865
Raffetot,200010700
Masseret,241927243
Glaine-Montaigut,200067627
Choqueuse-les-Bénards,200068005
Normanville,200071454
Saint-Victor-Montvianeix,200070712
Chenillé-Champteussé,200071868
Ferrières-lès-Ray,247000623
Tréhorenteuc,200066777
Meyreuil,200054807
Bouin,200071629
Héricy,200072346
Les Cabannes,200034064
Allichamps,200068666
Sainte-Gemme-la-Plaine,200073260
Péronne,200037059
Tramont-Émy,245400510
Saint-Germain-en-Laye,200058519
Saint-Maxire,200041317
Petit-Réderching,200069441
Contrières,200067023
Beaugas,200036523
Brueil-en-Vexin,200059889
Carnin,245901061
Ambleville,200070514
Castéra-Lou,200070803
Villemoutiers,200067676
Albiac,200071298
Cys-la-Commune,240200501
Bellefontaine,200068757
Vailly,247400682
Machy,200070936
Handschuheim,200034635
Jouqueviel,200040905
Landser,200066058
Saint-Hilaire-Petitville,200042729
Frontonas,200068542
Frangy-en-Bresse,200042414
Sémelay,200067882
Saint-Loup-Cammas,243100815
Benais,200072981
Châtillon-sur-Morin,200066835
Autreville,200071785
Cintegabelle,200068807
Saint-Vincent-Sterlanges,248500340
Sochaux,200065647
Le Ham,200042182
Écoivres,200069672
Villers-sur-Saulnot,247000722
Peyrilhac,248719312
Valeilles,200040418
Boudes,200070407
Frambouhans,200023075
Sermange,243900560
Renédale,242500320
Saint-Pierre-en-Faucigny,247400724
Portes-lès-Valence,200068781
Villechenève,200066587
Buverchy,200070985
Cavagnac,200066371
Magny-Cours,245801063
Neuville-sur-Oise,249500109
Le Soulié,200066553
Parnans,200068781
Froidefontaine,249000241
Le Val-de-Guéblange,200070746
Dammartin-sur-Tigeaux,200077055
Manneville-la-Pipard,241400878
Maurines,200066660
Tréméven,242900694
Hauteroche,242101459
Sauguis-Saint-Étienne,200067106
Prudhomat,200066371
Xonville,200070738
Marthemont,245400171
Esparros,200070787
Giverny,200072312
Bray-Saint-Aignan,200070100
Fareins,200042497
Laps,200069177
Montreuil-sur-Thérain,200067973
Jort,241400514
Pleine-Sève,200069839
Amblainville,246000582
Tannay,240800920
Fraignot-et-Vesvrotte,200070910
Cartignies,200043263
Theuville,200035970
Sentenac-de-Sérou,200067940
Leuilly-sous-Coucy,200071769
Loye-sur-Arnon,200049484
Bagert,200067940
Champagnac,200041523
Arrans,242101491
Saint Martin la Pallu,200069763
Challex,240100750
La Motte,200067460
Goncourt,200069664
Guignes,200070779
Chameyrat,241927201
Oron,245701206
Courville,200067213
Eglingen,200066033
Plévin,242900744
Vaumort,248900664
Auffargis,200073344
Bord-Saint-Georges,200067544
Mignières,200033181
Vaivre-et-Montoille,247000011
Arrien,200067296
Gruffy,200066793
Turgon,200072049
Saint-Martin-de-Bienfaite-la-Cressonnière,200069532
Montgenost,200066835
Landisacq,200035814
Sercœur,200068757
Villeroy-sur-Méholle,200066157
Saint-Germain-du-Bois,200042414
Busserolles,200071819
Aubas,200041168
Rigny-la-Salle,200066157
Saint-Maurice-Colombier,200065647
Bignicourt,200043156
Épagny,242100154
Trélévern,200065928
Errouville,200070290
Chassagne-Saint-Denis,200068070
Le Veurdre,200071140
Palluau,200072882
Gueltas,245614433
Bouër,247200686
Saint-Savinien,200041689
Montireau,200070167
Lynde,200040947
Cézia,200012060
Pompiey,200068948
Marmanhac,241500230
Georfans,247000714
Saint-Martin-d'Écublei,200068468
Tuffé Val de la Chéronne,247200686
Véronnes,200070910
Chantraines,200069664
Nucourt,200035970
Angoulins,241700434
Martiel,200069383
Grainville-sur-Ry,200070449
Roz-sur-Couesnon,200070670
Saint-Pierre-en-Val,247600588
Onjon,241000223
Sadeillan,200035756
Ruyaulcourt,200035442
Trémolat,200034833
Conteville,200070951
Montceaux-lès-Provins,200037133
Blancherupt,246700306
Saint-Hilaire-sous-Romilly,200000545
Zalana,200015162
Vroncourt,200035772
Ollé,200033181
La Croix-aux-Bois,240800920
Montbrehain,240200493
Ounans,243900420
Mirebeau-sur-Bèze,200072825
Montgueux,200069250
Le Breil-sur-Mérize,200072684
Bernis,243000643
Saint-Pierre-de-Chérennes,200070431
Chassignolles,244301099
Abzac,200072049
Vézelise,200035772
Esparron,200067825
Bareilles,246500573
Pournoy-la-Chétive,200039865
La Porte du Der,200068666
Brech,200043123
Mayot,200071785
Cuncy-lès-Varzy,200067429
Les Goulles,242101434
Ouilly-le-Tesson,241400514
Saint-Jean-de-Niost,240100883
Le Houga,243200409
Saint-Germier,200034726
Villiers-en-Lieu,200068666
Aléria,200015162
Ribeauvillé,246800577
Saint-Léger-de-Fougeret,200067890
Wirwignes,200018083
Saint-Martin-Saint-Firmin,200066017
Romagne-sous-Montfaucon,200066116
Auberville,200065563
Molliens-au-Bois,200070951
Grenant,200070332
La Demie,200041853
Savignies,200067999
Villebois-les-Pins,200068765
Rospez,200065928
Saint-Sylvestre-Cappel,200040947
Viry,200026573
Bourg-Sainte-Marie,200069664
Étrappe,200068294
Ourches,200068781
Vincy-Reuil-et-Magny,240200634
Dieulivol,200069599
Sainte-Christine,200072080
Vaux-lès-Mouzon,240800847
Thury-sous-Clermont,200067973
Buisson,248400335
Inor,200066132
Oô,200072635
Racrange,200067502
Sète,200066355
Mont-Roc,200034031
Loire-Authion,244900015
Neufchelles,246000871
Fontaine-Raoul,200040772
Fontaine-lès-Clercs,200071892
Saint-Orens-de-Gameville,243100518
Biriatou,200067106
Levaré,245300389
Saint-Hilaire-de-Gondilly,200011781
Pézènes-les-Mines,200042646
Spoy,242100154
La Croix-Blanche,200023307
Corcelles-Ferrières,200041887
Lisieux,200069532
Larche,200043172
Neuville-sur-Touques,200069458
Le Mesnil-sur-Bulles,246000566
Beaumont-Pied-de-Bœuf,200070373
Saint-Pierremont,240200469
Fresnay-le-Comte,200033181
Melincourt,200041721
Foëcy,200070571
Gondreville,244500419
Martinet,248500530
Lamadeleine-Val-des-Anges,200069060
Obenheim,200067924
Saint-Jean-de-Bonneval,200069250
Cazouls-lès-Béziers,243400488
Bonas,200066926
Marigny-les-Usages,244500468
Wallers,200042190
Lourquen,200069631
Le Fête,200071173
Broye,200070530
Combrand,200040244
Fallencourt,200069722
Bages,241100593
Lanildut,242900074
Vraiville,200035665
Sainte-Jamme-sur-Sarthe,200068963
Méligny-le-Grand,200066157
Vierzon,200033207
Saint-Cyr-de-Valorges,200065894
Saint-Sauveur,242900751
Corcelles-lès-Cîteaux,200070894
Verdenal,200069433
Sercus,200040947
Anzin,245901160
Chavaroux,200070753
Saint-Jean-du-Thenney,200066413
Villefranche-de-Lonchat,200034197
Hirschland,200067841
Xermaménil,200070324
Charmeil,200071363
Orieux,200070803
Mont-Saint-Léger,247000623
Huningue,200066058
Saint-Sulpice,200067973
Saint-Caprais-de-Lerm,200035459
Lalevade-d'Ardèche,200039824
Simorre,200042372
Villers-Buzon,200041887
Paroy-sur-Tholon,248900938
Lagny-le-Sec,246000871
Saint-Martin-Sepert,200066603
Montseron,200067940
Latour-Bas-Elne,246600282
Parleboscq,200035541
Voisines,248900334
Brouzet-lès-Quissac,200034411
Vitreux,243900560
Bouzais,200036135
Vierville-sur-Mer,200066801
Souffrignac,200068914
Mérignac,243300316
Caumont,200069599
Cailly,200070449
La Chapelle-Bâton,200070035
Manderen,200067486
Neuf-Marché,200069730
Saint-Salvy-de-la-Balme,200066561
Montagne,200070431
Trescléoux,200068765
Lanuéjols,200069128
Ternant-les-Eaux,200070407
Montmurat,200066678
Talant,242100410
Vieux-Vy-sur-Couesnon,243500667
Esmery-Hallon,200070985
Lentillères,200073245
Lévignac,243100781
Bulson,240800847
Bouzon-Gellenave,200035632
Ruffec,243600319
Cumiès,200035855
Bompas,240900431
Percy-en-Normandie,200043354
Crespinet,248100497
Bellengreville,247600729
Suisse,200067502
